timestamp;lat;lon;vehicle_speed;accel_x;accel_y;accel_z;engine_rpm;mass_air_flow;absolute_throttle_pos;fuel_level;gps_speed;fuel_rate;alcohol_fuel_percentage;engine_fuel_rate;vehicle_fuel_rate;fuel_remaining;fuel_level_a;fuel_level_b;instant_fuel_economy;calculated_load_value;fuel_rail_pressure;fuel_rail_pressure_vacuum;accelerator_pos_d;accelerator_pos_e
07:24:26.856;-23.002;-44.47626;0;-1.006992;0.3577064;5.952592;0;3.45;0;0;0.2093736;1.148135;0;0;0;0;0;0;0;0;0;0
07:24:27.693;-23.002;-44.47626;0;0.06474411;-0.1021044;-0.2049102;848;3.47;21.56863;65.4902;0.2051699;1.154791;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:27.694;-23.002;-44.47626;0;0.06474411;-0.1021044;-0.2049102;848;3.47;21.56863;65.4902;0.2051699;1.154791;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:27.697;-23.002;-44.47626;0;0.06474411;-0.1021044;-0.2049102;848;3.47;21.56863;65.4902;0.2051699;1.154791;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:27.737;-23.002;-44.47626;0;0.03146304;-0.1062753;0.04268276;854.5;3.5;21.96078;65.4902;0.2051699;1.164775;41.96078;0;0;9.168628;0;0;0;29.80392;0;0
07:24:28.491;-23.00199;-44.47625;0;-0.1818715;0.21095;0.08643616;845.5;3.5;21.96078;65.4902;1.439451;1.164775;41.96078;0;0;9.168628;0;0;0;29.41176;0;0
07:24:28.491;-23.00199;-44.47625;0;-0.1818715;0.21095;0.08643616;845.5;3.5;21.96078;65.4902;1.439451;1.164775;41.96078;0;0;9.168628;0;0;0;29.41176;0;0
07:24:28.495;-23.00199;-44.47625;0;-0.06815128;-0.02249766;-0.1749034;845.5;3.5;21.96078;65.4902;1.439451;1.164775;41.96078;0;0;9.168628;0;0;0;29.41176;0;0
07:24:28.495;-23.00199;-44.47625;0;-0.06815128;-0.02249766;-0.1749034;845.5;3.5;21.96078;65.4902;1.439451;1.164775;41.96078;0;0;9.168628;0;0;0;29.41176;0;0
07:24:29.869;-23.00198;-44.47625;0;1.470738;1.321494;-1.448996;862.75;3.53;21.96078;65.4902;0.3511614;1.174759;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:29.870;-23.00198;-44.47625;0;1.470738;1.321494;-1.448996;862.75;3.53;21.96078;65.4902;0.3511614;1.174759;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:29.872;-23.00198;-44.47625;0;1.470738;1.321494;-1.448996;862.75;3.53;21.96078;65.4902;0.3511614;1.174759;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:29.876;-23.00198;-44.47625;0;1.208418;1.444202;-1.4698;862.75;3.53;21.96078;65.4902;0.3511614;1.174759;41.96078;0;0;9.168628;0;0;0;29.01961;0;0
07:24:30.876;-23.00198;-44.47625;0;-1.409537;0.9407004;0.6396155;847.5;3.39;21.96078;65.4902;0.298914;1.128168;41.96078;0;0;9.168628;0;0;0;30.19608;0;0
